"oid","tid","otid","bid","sku","x","y","z","l","d","h","w"
18107,1,"18107X1","K0001","5836870",0,0,1120,134,950,1120,0
18107,1,"18107X1","K0001","5836881",0,0,0,134,950,1120,0
