"oid";"tid";"otid";"bid";"sku";"x";"y";"z";"l";"d";"h";"w"
18113;1;"18113X1";"K0001";"5849773";8780;600;0;950;300;1140;0
18113;1;"18113X1";"K0001";"5849774";7830;2100;0;950;280;1140;0
18113;2;"18113X2";"K0001";"5849775";9100;480;0;1140;280;480;0
18113;2;"18113X2";"K0001";"5849777";7960;480;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849778";8780;300;0;950;300;1140;0
18113;1;"18113X1";"K0001";"5849780";6740;1800;1140;950;300;1140;0
18113;2;"18113X2";"K0001";"5849782";6820;2160;0;1140;280;480;0
18113;2;"18113X2";"K0001";"5849783";6820;1880;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849785";7830;1800;0;950;300;1140;0
18113;2;"18113X2";"K0001";"5849787";6820;1600;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849789";7830;1500;0;950;300;1140;0
18113;2;"18113X2";"K0001";"5849791";6820;1320;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849793";7830;1200;0;950;300;1140;0
18113;1;"18113X1";"K0001";"5849794";7830;900;0;950;300;1140;0
18113;2;"18113X2";"K0001";"5849795";6820;1040;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849797";7830;600;0;950;300;1140;0
18113;2;"18113X2";"K0001";"5849799";6820;760;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849802";7830;300;0;950;300;1140;0
18113;2;"18113X2";"K0001";"5849805";6820;480;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849806";6740;2390;1140;950;300;1140;0
18113;2;"18113X2";"K0001";"5849809";5680;2160;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849810";7530;2390;0;950;300;1140;0
18113;1;"18113X1";"K0001";"5849812";7530;1250;0;300;1140;950;0
18113;2;"18113X2";"K0001";"5849814";5680;1880;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849817";7530;300;0;300;950;1140;0
18113;1;"18113X1";"K0001";"5849819";7230;1440;0;300;1140;950;0
18113;1;"18113X1";"K0001";"5849820";7230;300;0;300;1140;950;0
18113;2;"18113X2";"K0001";"5849823";5680;1600;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849826";10650;0;0;1140;300;950;0
18113;1;"18113X1";"K0001";"5849829";9510;0;0;1140;300;950;0
18113;2;"18113X2";"K0001";"5849830";5680;1320;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849831";8370;0;0;1140;300;950;0
18113;1;"18113X1";"K0001";"5849834";7230;0;0;1140;300;950;0
18113;2;"18113X2";"K0001";"5849841";5680;1040;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849842";6930;0;0;300;1140;950;0
18113;2;"18113X2";"K0001";"5849844";5680;760;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849845";5980;900;1200;1140;300;950;0
18113;1;"18113X1";"K0001";"5849847";6740;600;1200;950;300;1140;0
18113;2;"18113X2";"K0001";"5849848";5680;480;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849850";5790;600;1200;950;300;1140;0
18113;2;"18113X2";"K0001";"5849852";4540;2160;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849853";5790;1550;900;950;1140;300;0
18113;2;"18113X2";"K0001";"5849854";4540;1880;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849856";5790;1550;600;950;1140;300;0
18113;2;"18113X2";"K0001";"5849857";4540;1600;0;1140;280;480;0
18113;2;"18113X2";"K0001";"5849862";4540;1320;0;1140;280;480;0
18113;2;"18113X2";"K0001";"5849863";4540;1040;0;1140;280;480;0
18113;2;"18113X2";"K0001";"5849866";4540;760;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849867";5790;600;900;1140;950;300;0
18113;2;"18113X2";"K0001";"5849870";4540;480;0;1140;280;480;0
18113;1;"18113X1";"K0001";"5849880";5790;600;600;1140;950;300;0
