"oid","tid","otid","bid","sku","x","y","z","l","d","h","w"
43648,4,"43648X4","K0001","5649482",820,1640,1400,1120,134,950,436
43648,4,"43648X4","K0001","5649483",820,520,1400,134,1120,950,436
43648,1,"43648X1","K0001","5649484",10560,0,1200,560,1200,1140,400
43648,4,"43648X4","K0001","5649485",0,2500,1120,950,134,1120,586
43648,4,"43648X4","K0001","5649491",0,2500,0,950,134,1120,436
43648,1,"43648X1","K0001","5649492",10000,0,1200,560,1200,1140,400
43648,5,"43648X5","K0001","5649493",0,950,1900,950,1120,134,436
43648,4,"43648X4","K0001","5649494",0,0,2050,480,1140,280,385
43648,1,"43648X1","K0001","5649495",9440,0,1200,560,1200,1140,400
43648,4,"43648X4","K0001","5649496",0,0,1570,280,1140,480,385
43648,1,"43648X1","K0001","5649497",8880,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649499",8320,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649500",7760,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649502",7200,0,1200,560,1200,1140,400
43648,3,"43648X3","K0001","5649503",0,2280,0,950,300,1140,377
43648,1,"43648X1","K0001","5649507",6640,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649509",6080,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649513",5520,0,1200,560,1200,1140,400
43648,1,"43648X1","K0001","5649517",4960,0,1200,560,1200,1140,400
43648,5,"43648X5","K0001","5649521",0,950,950,134,1120,950,586
43648,1,"43648X1","K0001","5649522",3760,1200,1200,1200,560,1140,400
43648,5,"43648X5","K0001","5649524",0,950,0,134,1120,950,586
43648,1,"43648X1","K0001","5649525",4400,0,1200,560,1200,1140,400
43648,5,"43648X5","K0001","5649526",0,0,1120,134,950,1120,586
43648,1,"43648X1","K0001","5649527",3840,0,1200,560,1200,1140,400
43648,5,"43648X5","K0001","5649528",0,0,0,134,950,1120,586
43648,1,"43648X1","K0001","5649529",11060,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649531",10500,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649532",9940,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649534",9380,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649535",8820,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649537",8260,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649539",7700,0,0,560,1140,1200,400
43648,1,"43648X1","K0001","5649542",7140,0,0,560,1140,1200,400
